수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,전문적,專業知識전문적 지식,形容詞和名詞관형사·명사,專業的,전문적 지식,專業知識,관형사·명사,形容詞和名詞,전문적
중급,전문점,咖啡廳커피 전문점,名詞명사,專賣店,커피 전문점,咖啡廳,명사,名詞,전문점
중급,전문직,在…工作에 종사하다,名詞명사,專業的,에 종사하다,在…工作,명사,名詞,전문직
중급,전설,正在下降이 내려오다,名詞명사,傳奇,이 내려오다,正在下降,명사,名詞,전설04
중급,전세,生活로 살다,名詞명사,憲章,로 살다,生活,명사,名詞,전세07
중급,전시,顯示項目전시 상품,名詞명사,展示,전시 상품,顯示項目,명사,名詞,전시04
중급,전시장,環顧四周을 둘러보다,名詞명사,展覽館,을 둘러보다,環顧四周,명사,名詞,전시장
중급,전시회,手錶를 관람하다,名詞명사,展覽,를 관람하다,手錶,명사,名詞,전시회
중급,전용,限外國人외국인 전용,名詞명사,獨家的,외국인 전용,限外國人,명사,名詞,전용04
중급,전원,所有與會者전원 출석,名詞명사,每個人,전원 출석,所有與會者,명사,名詞,전원03
중급,전원,關을 끄다,名詞명사,每個人,을 끄다,關,명사,名詞,전원07
중급,전자,電子產品전자 제품,名詞명사,以前的,전자 제품,電子產品,명사,名詞,전자06
중급,전자레인지,加熱에 데우다,名詞명사,微波,에 데우다,加熱,명사,名詞,전자레인지
중급,전자사전,尋找을 찾다,名詞명사,電子詞典,을 찾다,尋找,명사,名詞,전자사전
중급,전쟁,韓戰한국 전쟁,名詞명사,戰爭,한국 전쟁,韓戰,명사,名詞,전쟁
중급,전제,先決條件전제 조건,名詞명사,前提,전제 조건,先決條件,명사,名詞,전제08
중급,전체적,整體氛圍전체적 분위기,形容詞和名詞관형사·명사,全面的,전체적 분위기,整體氛圍,관형사·명사,形容詞和名詞,전체적
중급,전통,連接을 잇다,名詞명사,傳統,을 잇다,連接,명사,名詞,전통05
중급,전통적,傳統方法전통적 방식,形容詞和名詞관형사·명사,傳統的,전통적 방식,傳統方法,관형사·명사,形容詞和名詞,전통적
중급,전후,情況전후 사정,名詞명사,命令,전후 사정,情況,명사,名詞,전후01
중급,절,出席에 다니다,名詞명사,我,에 다니다,出席,명사,名詞,절01
중급,절,提高을 올리다,名詞명사,我,을 올리다,提高,명사,名詞,절02
중급,절,第一章，第一節1장 1절,名詞명사,我,1장 1절,第一章，第一節,명사,名詞,절08
중급,절대,絕對穩定性절대 안정,名詞/副詞명사/부사,絕對性,절대 안정,絕對穩定性,명사/부사,名詞/副詞,절대05
중급,절대로,絕對不是절대로 아니다,副詞부사,絕對地,절대로 아니다,絕對不是,부사,副詞,절대로
중급,절대적,絕對信託절대적 신뢰,形容詞和名詞관형사·명사,絕對,절대적 신뢰,絕對信託,관형사·명사,形容詞和名詞,절대적
중급,절망,陷入에 빠지다,名詞명사,絕望,에 빠지다,陷入,명사,名詞,절망02
중급,절반,超過一半절반 이상,名詞명사,一半,절반 이상,超過一半,명사,名詞,절반
중급,절약,節省時間시간 절약,名詞명사,儲存,시간 절약,節省時間,명사,名詞,절약
중급,절차,程式수속 절차,名詞명사,程式,수속 절차,程式,명사,名詞,절차02
중급,젊은이,年輕人的夢想젊은이의 꿈,名詞명사,年輕人,젊은이의 꿈,年輕人的夢想,명사,名詞,젊은이
중급,젊음,維持을 유지하다,名詞명사,青年,을 유지하다,維持,명사,名詞,젊음
중급,점,拍照을 찍다,名詞/從屬名詞명사/의존명사,點,을 찍다,拍照,명사/의존명사,名詞/從屬名詞,점10
중급,-점,百貨公司백화점,詞綴접사,-點,백화점,百貨公司,접사,詞綴,-점11
중급,점검,接收을 받다,名詞명사,檢查,을 받다,接收,명사,名詞,점검
중급,점원,擔任으로 일하다,名詞명사,售貨員,으로 일하다,擔任,명사,名詞,점원01
중급,점잖다,說話的方式말투가,形容詞형용사,有禮貌的,말투가,說話的方式,형용사,形容詞,점잖다
중급,점차,情況逐漸好轉점차 좋아지다,名詞/副詞명사/부사,逐步地,점차 좋아지다,情況逐漸好轉,명사/부사,名詞/副詞,점차02
중급,점퍼,穿를 입다,名詞명사,套頭衫,를 입다,穿,명사,名詞,점퍼
중급,접근,阻止을 막다,名詞명사,使用權,을 막다,阻止,명사,名詞,접근
중급,접속,切斷을 끊다,名詞명사,聯繫,을 끊다,切斷,명사,名詞,접속
중급,접수,應用원서 접수,名詞명사,收據,원서 접수,應用,명사,名詞,접수03
중급,접어들다,冬天겨울에,動詞동사,進入,겨울에,冬天,동사,動詞,접어들다
중급,접촉,避免을 피하다,名詞명사,接觸,을 피하다,避免,명사,名詞,접촉
중급,접하다,訊息소식을,動詞동사,鄰接,소식을,訊息,동사,動詞,접하다01
중급,젓다,咖啡커피를,動詞동사,排,커피를,咖啡,동사,動詞,젓다01
중급,정,這이 들다,名詞명사,感情,이 들다,這,명사,名詞,정20
중급,정기,法定假日정기 휴일,名詞명사,本質,정기 휴일,法定假日,명사,名詞,정기07
중급,정기적,例會정기적 모임,形容詞和名詞관형사·명사,常,정기적 모임,例會,관형사·명사,形容詞和名詞,정기적
중급,정답,選擇을 고르다,名詞명사,正確答案,을 고르다,選擇,명사,名詞,정답
중급,정당,加入에 가입하다,名詞명사,政黨,에 가입하다,加入,명사,名詞,정당07
중급,정말로,真正相信정말로 믿다,副詞부사,真的,정말로 믿다,真正相信,부사,副詞,정말로
중급,정면,前往을 향하다,名詞명사,正面,을 향하다,前往,명사,名詞,정면01
중급,정반대,變得가 되다,名詞명사,相反,가 되다,變得,명사,名詞,정반대
중급,정보,收集를 수집하다,名詞명사,資訊,를 수집하다,收集,명사,名詞,정보06
중급,정보화,資訊社會정보화 사회,名詞명사,資訊化,정보화 사회,資訊社會,명사,名詞,정보화
중급,정부,韓國政府한국 정부,名詞명사,政府,한국 정부,韓國政府,명사,名詞,정부08
중급,정상,普通班정상 수업,名詞명사,普通的,정상 수업,普通班,명사,名詞,정상02
중급,정상적,正常生活정상적 생활,形容詞和名詞관형사·명사,普通的,정상적 생활,正常生活,관형사·명사,形容詞和名詞,정상적
중급,정성,盡力而為을 다하다,名詞명사,誠意,을 다하다,盡力而為,명사,名詞,정성11
중급,정수기,安裝를 설치하다,名詞명사,淨水器,를 설치하다,安裝,명사,名詞,정수기
중급,정식,正式成員정식 회원,名詞명사,公式,정식 회원,正式成員,명사,名詞,정식01
중급,정신,節儉精神절약 정신,名詞명사,精神,절약 정신,節儉精神,명사,名詞,정신12
중급,정신없다,在遊戲中게임에,形容詞형용사,真是忙得不可開交。,게임에,在遊戲中,형용사,形容詞,정신없다
중급,정신적,精神放鬆정신적 여유,形容詞和名詞관형사·명사,精神的,정신적 여유,精神放鬆,관형사·명사,形容詞和名詞,정신적
중급,정오,中午新聞정오 뉴스,名詞명사,中午,정오 뉴스,中午新聞,명사,名詞,정오01
중급,정원,招生不足정원 미달,名詞명사,花園,정원 미달,招生不足,명사,名詞,정원03
중급,정육점,在[地點]購買肉類에서 고기를 사다,名詞명사,肉鋪,에서 고기를 사다,在[地點]購買肉類,명사,名詞,정육점
중급,정의,降低를 내리다,名詞명사,定義,를 내리다,降低,명사,名詞,정의05
중급,정작,無法說出真正需要說的話정작 할 말은 못하다,名詞/副詞명사/부사,實際上,정작 할 말은 못하다,無法說出真正需要說的話,명사/부사,名詞/副詞,정작01
중급,정장,穿을 입다,名詞명사,禮服,을 입다,穿,명사,名詞,정장04
중급,정지,暫停營運운행 정지,名詞명사,停止,운행 정지,暫停營運,명사,名詞,정지06
중급,정직,追求을 추구하다,名詞명사,誠實,을 추구하다,追求,명사,名詞,정직01
중급,정착,安定的生活정착 생활,名詞명사,沉澱,정착 생활,安定的生活,명사,名詞,정착
중급,정책,政策制定정책 수립,名詞명사,政策,정책 수립,政策制定,명사,名詞,정책02
중급,정치,政治活動정치 활동,名詞명사,政治,정치 활동,政治活動,명사,名詞,정치03
중급,정치인,變得이 되다,名詞명사,政治家,이 되다,變得,명사,名詞,정치인
중급,정치적,政治對抗정치적 대립,形容詞和名詞관형사·명사,政治的,정치적 대립,政治對抗,관형사·명사,形容詞和名詞,정치적
중급,정확히,準確計算정확히 계산하다,副詞부사,準確,정확히 계산하다,準確計算,부사,副詞,정확히01
중급,젖,餵食을 먹이다,名詞명사,牛奶,을 먹이다,餵食,명사,名詞,젖
중급,-제,追思會추모제,詞綴접사,-我的,추모제,追思會,접사,詞綴,-제21
중급,제-,第三제삼,詞綴접사,我的-,제삼,第三,접사,詞綴,제-22
중급,-제,營養補充品영양제,詞綴접사,-我的,영양제,營養補充品,접사,詞綴,-제24
중급,제,我的想法제 생각,縮寫詞줄어든 말,我的,제 생각,我的想法,줄어든 말,縮寫詞,제26
중급,제거,除臭냄새 제거,名詞명사,排除,냄새 제거,除臭,명사,名詞,제거03
중급,제공,提供的數據자료 제공,名詞명사,提供,자료 제공,提供的數據,명사,名詞,제공04
중급,제과점,我在……買了麵包에서 빵을 사다,名詞명사,麵包店,에서 빵을 사다,我在……買了麵包,명사,名詞,제과점
중급,제대로,妥善配備제대로 갖추다,副詞부사,適當地,제대로 갖추다,妥善配備,부사,副詞,제대로
중급,제도,婚姻制度결혼 제도,名詞명사,政策,결혼 제도,婚姻制度,명사,名詞,제도01
중급,제때,錯過了時機제때를 놓치다,名詞명사,準時,제때를 놓치다,錯過了時機,명사,名詞,제때
중급,제발,求求你了제발 부탁이야,副詞부사,請,제발 부탁이야,求求你了,부사,副詞,제발01
중급,제법,表現相當不錯제법 잘하다,副詞부사,相當,제법 잘하다,表現相當不錯,부사,副詞,제법01
중급,제사,花時間를 지내다,名詞명사,祖先祭祀儀式,를 지내다,花時間,명사,名詞,제사07
중급,제시,表達觀點의견 제시,名詞명사,提議,의견 제시,表達觀點,명사,名詞,제시02
중급,제시간,匹配에 맞추다,名詞명사,準時,에 맞추다,匹配,명사,名詞,제시간
중급,제안,接收을 받다,名詞명사,提議,을 받다,接收,명사,名詞,제안02
중급,제약,有許多이 많다,名詞명사,製藥,이 많다,有許多,명사,名詞,제약01
중급,제외,除外條款제외 대상,名詞명사,例外,제외 대상,除外條款,명사,名詞,제외02
중급,제자,師徒스승과 제자,名詞명사,學生,스승과 제자,師徒,명사,名詞,제자01
중급,제자리,插入에 꽂다,名詞명사,就位,에 꽂다,插入,명사,名詞,제자리
중급,제작,唱片製作음반 제작,名詞명사,生產,음반 제작,唱片製作,명사,名詞,제작02
중급,제출,報告提交보고서 제출,名詞명사,提交,보고서 제출,報告提交,명사,名詞,제출02
중급,제품,皮革가죽 제품,名詞명사,產品,가죽 제품,皮革,명사,名詞,제품02
중급,제한,年齡限制나이 제한,名詞명사,限制,나이 제한,年齡限制,명사,名詞,제한01
중급,조,52000億오조 이천억,調查性的和形容詞수사·관형사,文章,오조 이천억,52000億,수사·관형사,調查性的和形容詞,조05
중급,조각,這就是我。이 나다,名詞명사,片,이 나다,這就是我。,명사,名詞,조각01
중급,조건,成功條件성공 조건,名詞명사,狀況,성공 조건,成功條件,명사,名詞,조건02
중급,조그맣다,臉얼굴이,形容詞형용사,小的,얼굴이,臉,형용사,形容詞,조그맣다
중급,조기,早期이른 시기,名詞명사,石首魚,이른 시기,早期,명사,名詞,조기05
중급,조깅,做을 하다,名詞명사,慢跑,을 하다,做,명사,名詞,조깅
중급,조끼,穿를 입다,名詞명사,背心,를 입다,穿,명사,名詞,조끼01
중급,조르다,一直催著買它사 달라고 조르다,動詞동사,逗,사 달라고 조르다,一直催著買它,동사,動詞,조르다02
중급,조리,烹飪時間조리 시간,名詞명사,廚師,조리 시간,烹飪時間,명사,名詞,조리09
중급,조림,紅燒魚생선 조림,名詞명사,造林,생선 조림,紅燒魚,명사,名詞,조림01
중급,조명,室內照明실내 조명,名詞명사,燈光,실내 조명,室內照明,명사,名詞,조명06
중급,조미료,插入를 넣다,名詞명사,調味品,를 넣다,插入,명사,名詞,조미료
중급,조사,調查結果조사 결과,名詞명사,檢查,조사 결과,調查結果,명사,名詞,조사30
중급,조상,服務을 모시다,名詞명사,父親,을 모시다,服務,명사,名詞,조상07
중급,조심스럽다,那匹馬말이,形容詞형용사,謹慎,말이,那匹馬,형용사,形容詞,조심스럽다
중급,조언,尋求을 구하다,名詞명사,建議,을 구하다,尋求,명사,名詞,조언01
중급,조작,語音操作음성 조작,名詞명사,手術,음성 조작,語音操作,명사,名詞,조작02
중급,조절,體能訓練컨디션 조절,名詞명사,調整,컨디션 조절,體能訓練,명사,名詞,조절02
중급,조정,時間調整시간 조정,名詞명사,調整,시간 조정,時間調整,명사,名詞,조정09
중급,조화,形成를 이루다,名詞명사,和諧,를 이루다,形成,명사,名詞,조화07
중급,존경,接收을 받다,名詞명사,榮譽,을 받다,接收,명사,名詞,존경
중급,존재,表示承認를 인정하다,名詞명사,存在,를 인정하다,表示承認,명사,名詞,존재
중급,존중,接收을 받다,名詞명사,尊重,을 받다,接收,명사,名詞,존중
중급,졸리다,睡覺是因為我睏了졸려서 자다,動詞/形容詞동사/형용사,我想睡覺,졸려서 자다,睡覺是因為我睏了,동사/형용사,動詞/形容詞,졸리다01
중급,졸업생,出院을 배출하다,名詞명사,畢業,을 배출하다,出院,명사,名詞,졸업생
중급,졸업식,支付을 치르다,名詞명사,畢業典禮,을 치르다,支付,명사,名詞,졸업식
중급,졸음,澆注이 쏟아지다,名詞명사,睡意,이 쏟아지다,澆注,명사,名詞,졸음01
중급,좀처럼,它很少奏效。좀처럼 안 되다,副詞부사,很少,좀처럼 안 되다,它很少奏效。,부사,副詞,좀처럼
중급,좁히다,道路길을,動詞동사,特寫,길을,道路,동사,動詞,좁히다01
중급,종교,相信를 믿다,名詞명사,宗教,를 믿다,相信,명사,名詞,종교
중급,종교적,宗教信仰종교적 신념,形容詞和名詞관형사·명사,宗教,종교적 신념,宗教信仰,관형사·명사,形容詞和名詞,종교적
중급,종아리,這件衣服很厚。가 굵다,名詞명사,小牛,가 굵다,這件衣服很厚。,명사,名詞,종아리
중급,종이컵,寫을 쓰다,名詞명사,紙杯,을 쓰다,寫,명사,名詞,종이컵
중급,종일,今天一整天都是陰天。종일 흐리다,副詞/名詞부사/명사,整天,종일 흐리다,今天一整天都是陰天。,부사/명사,副詞/名詞,종일01
중급,종종,我常常順道去看看。종종 들르다,副詞부사,短,종종 들르다,我常常順道去看看。,부사,副詞,종종04
중급,종합,綜合考試종합 검사,名詞명사,合成,종합 검사,綜合考試,명사,名詞,종합
중급,좌석,坐에 앉다,名詞명사,座位,에 앉다,坐,명사,名詞,좌석
중급,좌우,左翼和右翼좌우 날개,名詞명사,左右,좌우 날개,左翼和右翼,명사,名詞,좌우01
중급,좌측,將被放置於에 배치되다,名詞명사,左邊,에 배치되다,將被放置於,명사,名詞,좌측
중급,좌회전,做을 하다,名詞명사,左邊,을 하다,做,명사,名詞,좌회전
중급,죄,建造를 짓다,名詞명사,犯罪,를 짓다,建造,명사,名詞,죄03
중급,주간,每週計劃주간 계획,名詞/從屬名詞명사/의존명사,每週,주간 계획,每週計劃,명사/의존명사,名詞/從屬名詞,주간05
중급,주고받다,故事이야기를,動詞동사,交換,이야기를,故事,동사,動詞,주고받다
중급,주관적,主觀想法주관적 생각,形容詞和名詞관형사·명사,主觀,주관적 생각,主觀想法,관형사·명사,形容詞和名詞,주관적
중급,주름,這種情況發生이 생기다,名詞명사,皺紋,이 생기다,這種情況發生,명사,名詞,주름01
중급,주먹,持有을 쥐다,名詞명사,拳頭,을 쥐다,持有,명사,名詞,주먹
중급,주목,拉을 끌다,名詞명사,注意力,을 끌다,拉,명사,名詞,주목03
중급,주민,這匯集了이 모이다,名詞명사,人們,이 모이다,這匯集了,명사,名詞,주민
중급,주방,庫克에서 요리하다,名詞명사,廚房,에서 요리하다,庫克,명사,名詞,주방05
중급,주식,投資에 투자하다,名詞명사,庫存,에 투자하다,投資,명사,名詞,주식03
중급,주어지다,機會기회가,動詞동사,待給予,기회가,機會,동사,動詞,주어지다
중급,주요,主要角色주요 인물,名詞명사,主要的,주요 인물,主要角色,명사,名詞,주요01
중급,주유소,在…工作에서 일하다,名詞명사,加油站,에서 일하다,在…工作,명사,名詞,주유소
중급,주의,蟬를 시카다,名詞명사,警告,를 시카다,蟬,명사,名詞,주의07
중급,주인공,公開身份으로 나오다,名詞명사,英雄,으로 나오다,公開身份,명사,名詞,주인공
중급,주장,提出을 내세우다,名詞명사,宣稱,을 내세우다,提出,명사,名詞,주장03
중급,주저앉다,在地板上바닥에,動詞동사,坐下,바닥에,在地板上,동사,動詞,주저앉다
중급,주전자,燒開水에 물을 끓이다,名詞명사,壺,에 물을 끓이다,燒開水,명사,名詞,주전자
중급,주제,對話主題대화 주제,名詞명사,主題,대화 주제,對話主題,명사,名詞,주제04
중급,주차권,買을 사다,名詞명사,停車罰單,을 사다,買,명사,名詞,주차권
중급,주차료,生產를 내다,名詞명사,停車費,를 내다,生產,명사,名詞,주차료
중급,주택,建造을 짓다,名詞명사,房子,을 짓다,建造,명사,名詞,주택
중급,죽,煮沸을 끓이다,名詞명사,稀飯,을 끓이다,煮沸,명사,名詞,죽07
중급,죽음,正確을 맞다,名詞명사,死亡,을 맞다,正確,명사,名詞,죽음01
중급,죽이다,鼠쥐를,動詞동사,殺,쥐를,鼠,동사,動詞,죽이다01
중급,준비물,照顧을 챙기다,名詞명사,補給品,을 챙기다,照顧,명사,名詞,준비물
중급,줄거리,談談를 얘기하다,名詞명사,陰謀,를 얘기하다,談談,명사,名詞,줄거리01
중급,줄곧,我思考這個問題很久了。줄곧 생각하다,副詞부사,一直如此,줄곧 생각하다,我思考這個問題很久了。,부사,副詞,줄곧
중급,줄기,植物莖식물 줄기,名詞명사,幹,식물 줄기,植物莖,명사,名詞,줄기01
중급,줄넘기,做를 하다,名詞명사,跳繩,를 하다,做,명사,名詞,줄넘기
중급,줄무늬,畫를 그리다,名詞명사,條紋,를 그리다,畫,명사,名詞,줄무늬
중급,줄어들다,這個數字숫자가,動詞동사,減少,숫자가,這個數字,동사,動詞,줄어들다
중급,중,佛教불교,名詞명사,中間,불교,佛教,명사,名詞,중01
중급,중고,二手車중고 자동차,名詞명사,用過的,중고 자동차,二手車,명사,名詞,중고01
중급,중고차,買를 사다,名詞명사,二手車,를 사다,買,명사,名詞,중고차
중급,중고품,出售을 팔다,名詞명사,舊貨,을 팔다,出售,명사,名詞,중고품
중급,중국어,說話方式로 말하다,名詞명사,中國人,로 말하다,說話方式,명사,名詞,중국어
중급,중국인,見面을 만나다,名詞명사,中國人,을 만나다,見面,명사,名詞,중국인
중급,중급,中級중급 수준,名詞명사,中產階級,중급 수준,中級,명사,名詞,중급
중급,중단,暫停服務운행 중단,名詞명사,中斷,운행 중단,暫停服務,명사,名詞,중단04
중급,중독,導致을 일으키다,名詞명사,中毒,을 일으키다,導致,명사,名詞,중독01
중급,중반,進入에 들어서다,名詞명사,中檔,에 들어서다,進入,명사,名詞,중반03
중급,중부,中部地區중부 지방,名詞명사,中央,중부 지방,中部地區,명사,名詞,중부03
중급,중소기업,找到一份工作에 취직하다,名詞명사,中小企業,에 취직하다,找到一份工作,명사,名詞,중소기업
중급,중순,下個月中旬내달 중순,名詞명사,月中,내달 중순,下個月中旬,명사,名詞,중순
중급,중식,中餐중국 음식,名詞명사,中餐,중국 음식,中餐,명사,名詞,중식
중급,중심지,經濟中心경제의 중심지,名詞명사,中心,경제의 중심지,經濟中心,명사,名詞,중심지
중급,중얼거리다,我自言自語혼자 중얼거리다,動詞동사,低聲,혼자 중얼거리다,我自言自語,동사,動詞,중얼거리다
중급,중요성,擁有을 지니다,名詞명사,重要性,을 지니다,擁有,명사,名詞,중요성
중급,중형차,開車를 운전하다,名詞명사,中型車,를 운전하다,開車,명사,名詞,중형차
중급,쥐,動物동물,名詞명사,老鼠,동물,動物,명사,名詞,쥐02
중급,쥐다,拳頭주먹을,動詞동사,抓住,주먹을,拳頭,동사,動詞,쥐다01
중급,즉,"換句話說，換句話說즉, 다시 말해서",副詞부사,換句話說,"즉, 다시 말해서",換句話說，換句話說,부사,副詞,즉01
중급,즉석,製成으로 만들다,名詞명사,立即的,으로 만들다,製成,명사,名詞,즉석
중급,즉시,立即開始즉시 시작하다,名詞명사,立即地,즉시 시작하다,立即開始,명사,名詞,즉시
중급,즐거움,感覺을 느끼다,名詞명사,喜悅,을 느끼다,感覺,명사,名詞,즐거움
중급,증가,人口成長인구 증가,名詞명사,增加,인구 증가,人口成長,명사,名詞,증가01
중급,증거,搜尋를 찾다,名詞명사,證據,를 찾다,搜尋,명사,名詞,증거
중급,증명,做을 하다,名詞명사,證明,을 하다,做,명사,名詞,증명
중급,증명서,問題를 발급하다,名詞명사,證書,를 발급하다,問題,명사,名詞,증명서
중급,증상,感冒症狀감기 증상,名詞명사,症狀,감기 증상,感冒症狀,명사,名詞,증상01
중급,증세,惡化가 악화되다,名詞명사,症狀,가 악화되다,惡化,명사,名詞,증세01
중급,지각,這이 들다,名詞명사,洞察力,이 들다,這,명사,名詞,지각04
중급,지겹다,學習공부가,形容詞형용사,我受夠了,공부가,學習,형용사,形容詞,지겹다
중급,지구,住在에 살다,名詞명사,地球,에 살다,住在,명사,名詞,지구04
중급,지극히,非常簡單。지극히 간단하다,副詞부사,極為,지극히 간단하다,非常簡單。,부사,副詞,지극히
중급,지금껏,直到現在我才知道。지금껏 모르다,副詞부사,直到現在,지금껏 모르다,直到現在我才知道。,부사,副詞,지금껏
중급,지급,利息支付이자 지급,名詞명사,支付,이자 지급,利息支付,명사,名詞,지급01
중급,지나치다,貪婪욕심이,形容詞/動詞형용사/동사,做得太過火了,욕심이,貪婪,형용사/동사,形容詞/動詞,지나치다
중급,지난날,記住을 기억하다,名詞명사,昨天,을 기억하다,記住,명사,名詞,지난날
중급,지능,這是高이 높다,名詞명사,智力,이 높다,這是高,명사,名詞,지능
중급,지니다,錢돈을,動詞동사,攜帶,돈을,錢,동사,動詞,지니다
중급,지다,太陽해가,動詞동사,失去,해가,太陽,동사,動詞,지다02
중급,지다,背包배낭을,動詞동사,失去,배낭을,背包,동사,動詞,지다05
중급,지도,接收를 받다,名詞명사,地圖,를 받다,接收,명사,名詞,지도09
중급,지도자,選擇를 뽑다,名詞명사,導演,를 뽑다,選擇,명사,名詞,지도자
중급,지름길,前往로 가다,名詞명사,捷徑,로 가다,前往,명사,名詞,지름길
중급,지방,植物油식물성 지방,名詞명사,省,식물성 지방,植物油,명사,名詞,지방09
중급,지불,支付비용 지불,名詞명사,支付,비용 지불,支付,명사,名詞,지불02
중급,지붕,上에 올라가다,名詞명사,屋頂,에 올라가다,上,명사,名詞,지붕
중급,지시,做를 하다,名詞명사,操作說明,를 하다,做,명사,名詞,지시02
중급,지식,獲得을 얻다,名詞명사,知識,을 얻다,獲得,명사,名詞,지식02
중급,지식인,知識分子社會지식인 사회,名詞명사,知識分子,지식인 사회,知識分子社會,명사,名詞,지식인
중급,지역,首爾地區서울 지역,名詞명사,地區,서울 지역,首爾地區,명사,名詞,지역03
중급,지옥,陷入에 떨어지다,名詞명사,地獄,에 떨어지다,陷入,명사,名詞,지옥
중급,지원,生活費補助생활비 지원,名詞명사,備份,생활비 지원,生活費補助,명사,名詞,지원02
중급,지원,申請動機지원 동기,名詞명사,備份,지원 동기,申請動機,명사,名詞,지원07
중급,지위,很高가 높다,名詞명사,地位,가 높다,很高,명사,名詞,지위04
중급,지저분하다,長度길이,形容詞형용사,太亂了,길이,長度,형용사,形容詞,지저분하다
중급,지적,接收을 받다,名詞명사,指向,을 받다,接收,명사,名詞,지적05
중급,지정,指定座位지정 좌석,名詞명사,指定,지정 좌석,指定座位,명사,名詞,지정14
중급,지진,這種情況發生이 발생하다,名詞명사,地震,이 발생하다,這種情況發生,명사,名詞,지진02
중급,지출,這會增加이 늘다,名詞명사,支出,이 늘다,這會增加,명사,名詞,지출01
중급,지치다,身體몸이,動詞동사,滑入,몸이,身體,동사,動詞,지치다01
중급,지켜보다,偷偷觀察몰래 지켜보다,動詞동사,手錶,몰래 지켜보다,偷偷觀察,동사,動詞,지켜보다
중급,지퍼,上傳를 올리다,名詞명사,拉鍊,를 올리다,上傳,명사,名詞,지퍼
중급,지폐,數數를 세다,名詞명사,帳單,를 세다,數數,명사,名詞,지폐
중급,지하실,下去로 내려가다,名詞명사,地窖,로 내려가다,下去,명사,名詞,지하실
중급,지혜,聚集를 모으다,名詞명사,智慧,를 모으다,聚集,명사,名詞,지혜02
중급,지혜롭다,想法생각이,形容詞형용사,明智的,생각이,想法,형용사,形容詞,지혜롭다
중급,직선,筆直的道路직선 도로,名詞명사,直線,직선 도로,筆直的道路,명사,名詞,직선01
중급,직장인,這個人去上班이 출근하다,名詞명사,辦公室職員,이 출근하다,這個人去上班,명사,名詞,직장인
중급,직접적,直接原因직접적 이유,形容詞和名詞관형사·명사,直接的,직접적 이유,直接原因,관형사·명사,形容詞和名詞,직접적
중급,직진,前往으로 가다,名詞명사,直的,으로 가다,前往,명사,名詞,직진02
중급,직후,飯後立即식사 직후,名詞명사,緊接著,식사 직후,飯後立即,명사,名詞,직후
중급,진단,接收을 받다,名詞명사,診斷,을 받다,接收,명사,名詞,진단02
중급,진단서,移除를 떼다,名詞명사,診斷,를 떼다,移除,명사,名詞,진단서
중급,진동,這枚戒指이 울리다,名詞명사,振動,이 울리다,這枚戒指,명사,名詞,진동03
중급,진로,決定를 결정하다,名詞명사,課程,를 결정하다,決定,명사,名詞,진로02
중급,진리,實現를 깨닫다,名詞명사,真相,를 깨닫다,實現,명사,名詞,진리
중급,진술,聽을 듣다,名詞명사,宣言,을 듣다,聽,명사,名詞,진술02
중급,진실,也就是說을 말하다,名詞명사,真相,을 말하다,也就是說,명사,名詞,진실02
중급,진심,慶祝으로 축하하다,名詞명사,誠意,으로 축하하다,慶祝,명사,名詞,진심01
중급,진정하다,真朋友진정한 친구,形容詞형용사,冷靜下來,진정한 친구,真朋友,형용사,形容詞,진정하다01
중급,진지하다,態度태도가,形容詞형용사,嚴肅的,태도가,態度,형용사,形容詞,진지하다
중급,진찰,接收을 받다,名詞명사,考試,을 받다,接收,명사,名詞,진찰02
중급,진출,進入社會사회 진출,名詞명사,河口,사회 진출,進入社會,명사,名詞,진출02
중급,진통제,吃를 먹다,名詞명사,止痛藥,를 먹다,吃,명사,名詞,진통제
중급,진학,大學入學諮詢진학 상담,名詞명사,繼續教育,진학 상담,大學入學諮詢,명사,名詞,진학
중급,진행,一切進展順利。이 순조롭다,名詞명사,進步,이 순조롭다,一切進展順利。,명사,名詞,진행02
중급,진행자,新聞主播뉴스 진행자,名詞명사,主持人,뉴스 진행자,新聞主播,명사,名詞,진행자
중급,질,這很好이 좋다,名詞명사,品質,이 좋다,這很好,명사,名詞,질08
중급,-질,剪刀가위질,詞綴접사,-品質,가위질,剪刀,접사,詞綴,-질11
중급,질병,治療을 치료하다,名詞명사,疾病,을 치료하다,治療,명사,名詞,질병02
중급,질서,維持를 유지하다,名詞명사,命令,를 유지하다,維持,명사,名詞,질서03
중급,질투,Ga nada가 나다,名詞명사,妒忌,가 나다,Ga nada,명사,名詞,질투
중급,짐승,捕捉을 잡다,名詞명사,獸,을 잡다,捕捉,명사,名詞,짐승
중급,짐작,根本做不到도 못하다,名詞명사,猜測,도 못하다,根本做不到,명사,名詞,짐작
중급,집다,用我的手指손가락으로,動詞동사,掐,손가락으로,用我的手指,동사,動詞,집다01
중급,집단,形成을 이루다,名詞명사,團體,을 이루다,形成,명사,名詞,집단
중급,집세,生產를 내다,名詞명사,租,를 내다,生產,명사,名詞,집세
중급,집안,這很舒服이 편안하다,名詞명사,房屋管理,이 편안하다,這很舒服,명사,名詞,집안01
중급,집어넣다,在監獄감옥에,動詞동사,插入,감옥에,在監獄,동사,動詞,집어넣다
